0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0,3529411765
0,40625
0,45
0,5
0,5
0,5
0,5238095238
0,5333333333
0,5384615385
0,5625
0,5789473684
0,5909090909
0,5945945946
0,625
0,6470588235
0,65
0,65
0,6538461538
0,6666666667
0,6923076923
0,6923076923
0,7105263158
0,7142857143
0,7142857143
0,7222222222
0,7222222222
0,7333333333
0,7333333333
0,7380952381
0,7446808511
0,75
0,75
0,75
0,75
0,7619047619
0,7623762376
0,7647058824
0,7692307692
0,7777777778
0,7826086957
0,7857142857
0,7894736842
0,7894736842
0,7894736842
0,7894736842
0,7916666667
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8125
0,8125
0,8181818182
0,8181818182
0,8181818182
0,8181818182
0,8214285714
0,8235294118
0,8260869565
0,8260869565
0,8333333333
0,8333333333
0,8333333333
0,8333333333
0,84
0,8461538462
0,8461538462
0,8461538462
0,8461538462
0,847826087
0,847826087
0,85
0,85
0,85
0,8571428571
0,8588235294
0,8636363636
0,8666666667
0,8666666667
0,8666666667
0,8666666667
0,8717948718
0,875
0,875
0,875
0,875
0,875
0,8823529412
0,8823529412
0,8823529412
0,8888888889
0,8888888889
0,8888888889
0,8888888889
0,8928571429
0,8947368421
0,8974358974
0,8982035928
0,8983050847
0,9
0,9
0,9
0,9
0,9047619048
0,9090909091
0,9130434783
0,9130434783
0,9130434783
0,9142857143
0,9142857143
0,9142857143
0,92
0,9230769231
0,9285714286
0,9411764706
0,9411764706
0,9411764706
0,9428571429
0,9444444444
0,9444444444
0,9444444444
0,9473684211
0,95
0,9523809524
0,9523809524
0,9574468085
0,9642857143
0,9655172414
0,96875
0,9775280899
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
